"id","cooks_distance","converged","message"
"189",0.00343306816037359,TRUE,NA
"191",0.000362656846267334,TRUE,NA
"192",0.000760844748342114,TRUE,NA
"193",0.00215199458124936,TRUE,NA
"194",0.00015805840515763,TRUE,NA
"196",0.000944123746047859,TRUE,NA
"197",0.00366971886361329,TRUE,NA
"199",0.000601955902767618,TRUE,NA
"200",0.0012637948661806,TRUE,NA
"201",0.000520035548054027,TRUE,NA
"202",0.000651094417338336,TRUE,NA
"203",0.000675628466537045,TRUE,NA
"205",0.00104138998948407,TRUE,NA
"206",0.00122507821331345,TRUE,NA
"207",0.000424476557804003,TRUE,NA
"209",0.000414636571142231,TRUE,NA
"210",0.000696662639281547,TRUE,NA
"211",0.000520797081136437,TRUE,NA
"214",0.000368050278888466,TRUE,NA
"216",0.000225542261893483,TRUE,NA
"217",0.000883905261342937,TRUE,NA
"218",0.000285818747726713,TRUE,NA
"219",0.0013173696392875,TRUE,NA
"220",0.000814602649508427,TRUE,NA
"221",0.000930670621664928,TRUE,NA
"222",0.00961019608120869,TRUE,NA
"223",0.00532715017026962,TRUE,NA
"226",0.00014417560424267,TRUE,NA
"227",0.000110815283218321,TRUE,NA
"228",0.00291965988699708,TRUE,NA
"231",0.00221379020829822,TRUE,NA
"232",0.00109596517328228,TRUE,NA
"233",0.00384109347803771,TRUE,NA
"234",0.000688078179247135,TRUE,NA
"235",0.00091354630395808,TRUE,NA
"239",0.000508060860610404,TRUE,NA
"240",0.000560224635382682,TRUE,NA
"241",0.00235434144893291,TRUE,NA
"246",0.00174285279495331,TRUE,NA
"247",0.0025413909497675,TRUE,NA
"251",0.000161559342785614,TRUE,NA
"254",0.00155029124662803,TRUE,NA
"255",0.000322329167740165,TRUE,NA
"257",0.000672994483022517,TRUE,NA
"258",0.000601206442599135,TRUE,NA
"259",7.77010034188286e-07,TRUE,NA
"262",0.000731658402738894,TRUE,NA
"263",0.00216794323944838,TRUE,NA
"264",0.00529013312469205,TRUE,NA
"266",0.00185319068840509,TRUE,NA
"267",0.000530698348106635,TRUE,NA
"268",0.00750617977615307,TRUE,NA
"270",0.000838221071722714,TRUE,NA
"271",0.00360295124725044,TRUE,NA
"275",0.000183729165503567,TRUE,NA
"277",0.000599391978786229,TRUE,NA
"278",0.000755095047115854,TRUE,NA
"282",0.000820726836814116,TRUE,NA
"285",0.00294803343805015,TRUE,NA
"286",0.000570507257714455,TRUE,NA
"287",0.00617834426456169,TRUE,NA
"288",0.00283526155013941,TRUE,NA
